state,statecode,statenum,sector,secnum,welfare_effect,emp_effect,emp_effect_tot,emp_regcontri_manuf,emp_regcontri_nonmanuf,emp_effect_sec,emp_regcontri,emp_seccontri,emp_regcontri_manuf_scale,emp_regcontri_nonmanuf_scale,emp_regcontri_scale,welfare_effect_indicator,emp_effect_indicator
Ohio,OH,35,"Entert., Prof.",23,.15482,.10086,.0092224181,9.0033131,2.5555153,.085739359,1.1763558,.27948123,5,3,2,1,1
Oklahoma,OK,36,All industries,0,.17914,.24829188,.0024829188,.4417012,1.8177272,,,,1,3,6,1,1
Oklahoma,OK,36,Non-employment,1,.16374999,,,.4417012,1.8177272,,,,1,3,6,1,1
Oklahoma,OK,36,"Food, Bev., Tob.",2,.18669,-.0040171999,-.0015940293,.4417012,1.8177272,-.0064767739,.62024707,.011131552,1,3,2,1,0
Oklahoma,OK,36,Textiles,3,.12284,-.030911,-.0015940293,.4417012,1.8177272,-.043283883,.71414572,.085653551,1,3,2,1,0
Oklahoma,OK,36,"Wood, Paper",4,.19344001,-.0034500002,-.0015940293,.4417012,1.8177272,-.020166513,.17107569,.0095598567,1,3,1,1,0
Oklahoma,OK,36,"Petroleum, Coal",5,.090170003,.0069458997,-.0015940293,.4417012,1.8177272,-.0024654288,-2.8173192,-.0192469,1,3,1,1,1
Oklahoma,OK,36,Chemicals,6,.13178,-.011592,-.0015940293,.4417012,1.8177272,-.018591736,.62350285,.032121118,1,3,2,1,0
Oklahoma,OK,36,"Plastics, Rubber",7,.086681001,-.049955003,-.0015940293,.4417012,1.8177272,-.023946352,2.0861216,.13842396,1,3,3,1,0
Oklahoma,OK,36,Nonmetallic,8,.11415,-.0022005001,-.0015940293,.4417012,1.8177272,-.0084945727,.25904778,.0060975263,1,3,1,1,0
Oklahoma,OK,36,Metal,9,.12603,-.061192997,-.0015940293,.4417012,1.8177272,-.039620578,1.5444751,.16956414,1,3,3,1,0
Oklahoma,OK,36,Machinery,10,.11319,-.088973999,-.0015940293,.4417012,1.8177272,-.038382474,2.3180892,.24654455,1,3,3,1,0
Oklahoma,OK,36,"Computer, Elect.",11,-.049621001,-.10605001,-.0015940293,.4417012,1.8177272,-.083799809,1.265516,.29386169,1,3,2,0,0
Oklahoma,OK,36,Transport Mfg.,12,.14703,-.028542999,-.0015940293,.4417012,1.8177272,-.028143838,1.0141829,.079091877,1,3,2,1,0
Oklahoma,OK,36,Furniture Mfg.,13,.14793999,-.027755,-.0015940293,.4417012,1.8177272,-.047512107,.58416688,.07690835,1,3,2,1,0
Oklahoma,OK,36,Wholesale and Retail,14,.19138999,.077957995,.0065598669,.4417012,1.8177272,.02933852,2.6571891,.2160202,1,3,3,1,1
Oklahoma,OK,36,Construction,15,.19501001,.080313995,.0065598669,.4417012,1.8177272,.032239377,2.4911768,.22254862,1,3,3,1,1
Oklahoma,OK,36,"Transport Serv.,",16,.19785,.058079999,.0065598669,.4417012,1.8177272,.034763623,1.6707119,.16093862,1,3,3,1,1
Oklahoma,OK,36,Information,17,.18782,.0097827008,.0065598669,.4417012,1.8177272,.011918599,.82079291,.027107688,1,3,2,1,1
Oklahoma,OK,36,Finance,18,.19292,.017634001,.0065598669,.4417012,1.8177272,.0097977379,1.7998033,.048863497,1,3,3,1,1
Oklahoma,OK,36,Real Estate,19,.21038,.026527999,.0065598669,.4417012,1.8177272,.017246898,1.5381316,.073508605,1,3,3,1,1
Oklahoma,OK,36,Education,20,.20573001,.062610999,.0065598669,.4417012,1.8177272,.035525277,1.7624352,.17349395,1,3,3,1,1
Oklahoma,OK,36,Healthcare,21,.2097,.12493999,.0065598669,.4417012,1.8177272,.077494033,1.6122532,.34620646,1,3,3,1,1
Oklahoma,OK,36,Hospitality,22,.20401999,.057188999,.0065598669,.4417012,1.8177272,.026819488,2.1323671,.15846968,1,3,3,1,1
Oklahoma,OK,36,"Entert., Prof.",23,.19493,.14095001,.0065598669,.4417012,1.8177272,.085739359,1.6439359,.39056993,1,3,3,1,1
Oregon,OR,37,All industries,0,.17618001,-.061629433,-.00061629433,1.6699098,1.3283672,,,,3,2,6,1,0
Oregon,OR,37,Non-employment,1,.17192,,,1.6699098,1.3283672,,,,3,2,6,1,1
Oregon,OR,37,"Food, Bev., Tob.",2,.17843001,-.0086961994,-.0060264384,1.6699098,1.3283672,-.0064767739,1.3426745,.024096932,3,2,2,1,0
Oregon,OR,37,Textiles,3,-.053312998,-.11029,-.0060264384,1.6699098,1.3283672,-.043283883,2.5480616,.30561063,3,2,3,0,0
Oregon,OR,37,"Wood, Paper",4,.16843,-.017991999,-.0060264384,1.6699098,1.3283672,-.020166513,.8921721,.049855344,3,2,2,1,0
Oregon,OR,37,"Petroleum, Coal",5,.087228999,.00091718003,-.0060264384,1.6699098,1.3283672,-.0024654288,-.37201643,-.0025414811,3,2,1,1,1
Oregon,OR,37,Chemicals,6,.15009999,-.0072313994,-.0060264384,1.6699098,1.3283672,-.018591736,.38895774,.020038012,3,2,1,1,0
Oregon,OR,37,"Plastics, Rubber",7,.12152,-.0088598998,-.0060264384,1.6699098,1.3283672,-.023946352,.36998954,.024550544,3,2,1,1,0
Oregon,OR,37,Nonmetallic,8,.1772,-.0014041,-.0060264384,1.6699098,1.3283672,-.0084945727,.16529378,.0038907232,3,2,1,1,0
Oregon,OR,37,Metal,9,.11771,-.10072,-.0060264384,1.6699098,1.3283672,-.039620578,2.5421133,.2790924,3,2,3,1,0
Oregon,OR,37,Machinery,10,.14943001,-.01197,-.0060264384,1.6699098,1.3283672,-.038382474,.3118611,.033168547,3,2,1,1,0
Oregon,OR,37,"Computer, Elect.",11,.099398002,-.20922001,-.0060264384,1.6699098,1.3283672,-.083799809,2.4966645,.57974297,3,2,3,1,0
Oregon,OR,37,Transport Mfg.,12,.16132,-.033360001,-.0060264384,1.6699098,1.3283672,-.028143838,1.1853395,.092439659,3,2,2,1,0
Oregon,OR,37,Furniture Mfg.,13,.15774,-.032188002,-.0060264384,1.6699098,1.3283672,-.047512107,.67746943,.089192078,3,2,2,1,0
Oregon,OR,37,Wholesale and Retail,14,.17574,.096535005,.0047938502,1.6699098,1.3283672,.02933852,3.2903843,.26749676,3,2,4,1,1
Oregon,OR,37,Construction,15,.18059,.037643,.0047938502,1.6699098,1.3283672,.032239377,1.1676093,.10430807,3,2,2,1,1
Oregon,OR,37,"Transport Serv.,",16,.18407001,.039175,.0047938502,1.6699098,1.3283672,.034763623,1.1268964,.10855322,3,2,2,1,1
Oregon,OR,37,Information,17,.18027,.012329999,.0047938502,1.6699098,1.3283672,.011918599,1.0345175,.034166206,3,2,2,1,1
Oregon,OR,37,Finance,18,.18769,.025124999,.0047938502,1.6699098,1.3283672,.0097977379,2.5643673,.069620915,3,2,3,1,1
Oregon,OR,37,Real Estate,19,.18899,.013397,.0047938502,1.6699098,1.3283672,.017246898,.77677733,.037122842,3,2,2,1,1
Oregon,OR,37,Education,20,.19299001,.052669,.0047938502,1.6699098,1.3283672,.035525277,1.4825782,.14594483,3,2,2,1,1
Oregon,OR,37,Healthcare,21,.20106,.087572999,.0047938502,1.6699098,1.3283672,.077494033,1.1300613,.2426632,3,2,2,1,1
Oregon,OR,37,Hospitality,22,.19017,.029623,.0047938502,1.6699098,1.3283672,.026819488,1.1045326,.08208479,3,2,2,1,1
Oregon,OR,37,"Entert., Prof.",23,.18440001,.085314997,.0047938502,1.6699098,1.3283672,.085739359,.99505055,.23640631,3,2,2,1,1
Pennsylvania,PA,38,All industries,0,.18302999,.45295987,.0045295986,2.4693146,4.9796095,,,,3,4,6,1,1
Pennsylvania,PA,38,Non-employment,1,.17071,,,2.4693146,4.9796095,,,,3,4,6,1,1
Pennsylvania,PA,38,"Food, Bev., Tob.",2,.18734001,-.026904,-.0089113628,2.4693146,4.9796095,-.0064767739,4.1539197,.074550256,3,4,4,1,0
Pennsylvania,PA,38,Textiles,3,.14004,-.13360001,-.0089113628,2.4693146,4.9796095,-.043283883,3.0865996,.37020203,3,4,4,1,0
Pennsylvania,PA,38,"Wood, Paper",4,.16511001,-.056857999,-.0089113628,2.4693146,4.9796095,-.020166513,2.8194265,.15755197,3,4,3,1,0
Pennsylvania,PA,38,"Petroleum, Coal",5,.069586001,.00093886,-.0089113628,2.4693146,4.9796095,-.0024654288,-.38081002,-.0026015558,3,4,1,1,1
Pennsylvania,PA,38,Chemicals,6,.15445,-.074361995,-.0089113628,2.4693146,4.9796095,-.018591736,3.9997337,.20605507,3,4,4,1,0
Pennsylvania,PA,38,"Plastics, Rubber",7,.14862999,-.10116,-.0089113628,2.4693146,4.9796095,-.023946352,4.224443,.28031164,3,4,4,1,0
Pennsylvania,PA,38,Nonmetallic,8,.14324,-.025511999,-.0089113628,2.4693146,4.9796095,-.0084945727,3.0033293,.070693061,3,4,4,1,0
Pennsylvania,PA,38,Metal,9,.13677,-.28918999,-.0089113628,2.4693146,4.9796095,-.039620578,7.298985,.80133766,3,4,5,1,0
Pennsylvania,PA,38,Machinery,10,.14737999,-.20789,-.0089113628,2.4693146,4.9796095,-.038382474,5.4162745,.57605761,3,4,5,1,0
Pennsylvania,PA,38,"Computer, Elect.",11,.098385997,-.2149,-.0089113628,2.4693146,4.9796095,-.083799809,2.564445,.59548211,3,4,3,1,0
Pennsylvania,PA,38,Transport Mfg.,12,.17558999,-.056338996,-.0089113628,2.4693146,4.9796095,-.028143838,2.0018234,.15611383,3,4,3,1,0
Pennsylvania,PA,38,Furniture Mfg.,13,.16281,-.15831999,-.0089113628,2.4693146,4.9796095,-.047512107,3.3322031,.43870044,3,4,4,1,0
Pennsylvania,PA,38,Wholesale and Retail,14,.18810999,.14164999,.01797056,2.4693146,4.9796095,.02933852,4.8281236,.39250958,3,4,4,1,1
Pennsylvania,PA,38,Construction,15,.1868,.13564999,.01797056,2.4693146,4.9796095,.032239377,4.2075872,.37588367,3,4,4,1,1
Pennsylvania,PA,38,"Transport Serv.,",16,.20149,.16387001,.01797056,2.4693146,4.9796095,.034763623,4.7138357,.45408079,3,4,4,1,1
Pennsylvania,PA,38,Information,17,.18301,.043752998,.01797056,2.4693146,4.9796095,.011918599,3.6709852,.12123877,3,4,4,1,1
Pennsylvania,PA,38,Finance,18,.19587,.064311996,.01797056,2.4693146,4.9796095,.0097977379,6.5639639,.17820738,3,4,5,1,1
Pennsylvania,PA,38,Real Estate,19,.19918001,.037023,.01797056,2.4693146,4.9796095,.017246898,2.146647,.10259006,3,4,3,1,1
Pennsylvania,PA,38,Education,20,.21094,.26905999,.01797056,2.4693146,4.9796095,.035525277,7.5737615,.74556029,3,4,5,1,1
Pennsylvania,PA,38,Healthcare,21,.20708001,.43910003,.01797056,2.4693146,4.9796095,.077494033,5.6662431,1.2167382,3,4,5,1,1
Pennsylvania,PA,38,Hospitality,22,.19678999,.085708,.01797056,2.4693146,4.9796095,.026819488,3.1957357,.2374953,3,4,4,1,1
Pennsylvania,PA,38,"Entert., Prof.",23,.19366001,.41693002,.01797056,2.4693146,4.9796095,.085739359,4.862761,1.1553055,3,4,4,1,1
Rhode Island,RI,39,All industries,0,.20058,.092441201,.00092441199,.10960016,.62190628,,,,1,2,6,1,1
Rhode Island,RI,39,Non-employment,1,.18971001,,,.10960016,.62190628,,,,1,2,6,1,1
Rhode Island,RI,39,"Food, Bev., Tob.",2,.2034,.00037617999,-.0003955295,.10960016,.62190628,-.0064767739,-.058081385,-.0010423845,1,2,1,1,1
Rhode Island,RI,39,Textiles,3,.12248,-.016135,-.0003955295,.10960016,.62190628,-.043283883,.37277153,.044709645,1,2,1,1,0
Rhode Island,RI,39,"Wood, Paper",4,.17509,-.0073599005,-.0003955295,.10960016,.62190628,-.020166513,.36495653,.020394085,1,2,1,1,0
Rhode Island,RI,39,"Petroleum, Coal",5,.14557999,.00018751,-.0003955295,.10960016,.62190628,-.0024654288,-.076055735,-.00051958516,1,2,1,1,1
Rhode Island,RI,39,Chemicals,6,.13499001,-.0050168,-.0003955295,.10960016,.62190628,-.018591736,.26984033,.013901417,1,2,1,1,0
Rhode Island,RI,39,"Plastics, Rubber",7,.17634,-.0035061999,-.0003955295,.10960016,.62190628,-.023946352,.14641896,.009715585,1,2,1,1,0
Rhode Island,RI,39,Nonmetallic,8,.2052,-.0012516,-.0003955295,.10960016,.62190628,-.0084945727,.14734113,.0034681496,1,2,1,1,0
Rhode Island,RI,39,Metal,9,.13649,-.0062348,-.0003955295,.10960016,.62190628,-.039620578,.15736267,.017276462,1,2,1,1,0
Rhode Island,RI,39,Machinery,10,.15682,-.016178999,-.0003955295,.10960016,.62190628,-.038382474,.4215205,.04483157,1,2,1,1,0
Rhode Island,RI,39,"Computer, Elect.",11,.11078,-.056066997,-.0003955295,.10960016,.62190628,-.083799809,.6690588,.15536013,1,2,2,1,0
Rhode Island,RI,39,Transport Mfg.,12,.17722,.00033245998,-.0003955295,.10960016,.62190628,-.028143838,-.011812887,-.00092123763,1,2,1,1,1
Rhode Island,RI,39,Furniture Mfg.,13,.18328001,-.02114,-.0003955295,.10960016,.62190628,-.047512107,.44493923,.058578368,1,2,1,1,0
Rhode Island,RI,39,Wholesale and Retail,14,.20649,.035322998,.0022443535,.10960016,.62190628,.02933852,1.2039802,.097879387,1,2,2,1,1
Rhode Island,RI,39,Construction,15,.20904,.014412,.0022443535,.10960016,.62190628,.032239377,.44703096,.039935391,1,2,1,1,1
Rhode Island,RI,39,"Transport Serv.,",16,.22046,.011337,.0022443535,.10960016,.62190628,.034763623,.32611674,.031414621,1,2,1,1,1
Rhode Island,RI,39,Information,17,.20207,.0024395001,.0022443535,.10960016,.62190628,.011918599,.2046801,.0067598103,1,2,1,1,1
Rhode Island,RI,39,Finance,18,.21275,.0078987004,.0022443535,.10960016,.62190628,.0097977379,.80617589,.021887155,1,2,2,1,1
Rhode Island,RI,39,Real Estate,19,.21087,.00074716,.0022443535,.10960016,.62190628,.017246898,.043321412,.0020703669,1,2,1,1,1
Rhode Island,RI,39,Education,20,.22789,.026435999,.0022443535,.10960016,.62190628,.035525277,.74414617,.073253676,1,2,2,1,1
Rhode Island,RI,39,Healthcare,21,.22844,.047137998,.0022443535,.10960016,.62190628,.077494033,.60827905,.13061854,1,2,2,1,1
Rhode Island,RI,39,Hospitality,22,.21396001,.012472999,.0022443535,.10960016,.62190628,.026819488,.46507224,.034562457,1,2,1,1,1
Rhode Island,RI,39,"Entert., Prof.",23,.21190999,.066230997,.0022443535,.10960016,.62190628,.085739359,.77246904,.18352489,1,2,2,1,1
South Carolina,SC,40,All industries,0,.14429,-.62576628,-.0062576625,4.5390577,1.0710984,,,,4,2,6,1,0
South Carolina,SC,40,Non-employment,1,.13456,,,4.5390577,1.0710984,,,,4,2,6,1,1
South Carolina,SC,40,"Food, Bev., Tob.",2,.17310999,-.0076301005,-.016380737,4.5390577,1.0710984,-.0064767739,1.1780711,.021142801,4,2,2,1,0
South Carolina,SC,40,Textiles,3,.061319999,-.21430999,-.016380737,4.5390577,1.0710984,-.043283883,4.9512653,.59384722,4,2,4,1,0
South Carolina,SC,40,"Wood, Paper",4,.12640999,-.045745,-.016380737,4.5390577,1.0710984,-.020166513,2.2683644,.12675816,4,2,3,1,0
South Carolina,SC,40,"Petroleum, Coal",5,.017031999,-.00080982002,-.016380737,4.5390577,1.0710984,-.0024654288,.32847023,.0022439894,4,2,1,1,0
South Carolina,SC,40,Chemicals,6,.078748003,-.12730001,-.016380737,4.5390577,1.0710984,-.018591736,6.8471293,.35274491,4,2,5,1,0
South Carolina,SC,40,"Plastics, Rubber",7,.055415001,-.10168999,-.016380737,4.5390577,1.0710984,-.023946352,4.2465754,.28178021,4,2,4,1,0
South Carolina,SC,40,Nonmetallic,8,.14559001,-.0028514999,-.016380737,4.5390577,1.0710984,-.0084945727,.33568493,.0079014292,4,2,1,1,0
South Carolina,SC,40,Metal,9,.093764998,-.092625,-.016380737,4.5390577,1.0710984,-.039620578,2.3378003,.25666139,4,2,3,1,0
South Carolina,SC,40,Machinery,10,.114,-.072867997,-.016380737,4.5390577,1.0710984,-.038382474,1.8984706,.20191525,4,2,3,1,0
South Carolina,SC,40,"Computer, Elect.",11,-.015239,-.13707,-.016380737,4.5390577,1.0710984,-.083799809,1.6356839,.37981725,4,2,3,0,0
South Carolina,SC,40,Transport Mfg.,12,.14005999,-.061578002,-.016380737,4.5390577,1.0710984,-.028143838,2.1879745,.17063098,4,2,3,1,0
South Carolina,SC,40,Furniture Mfg.,13,.060058001,-.14782999,-.016380737,4.5390577,1.0710984,-.047512107,3.1114175,.40963292,4,2,4,1,0
South Carolina,SC,40,Wholesale and Retail,14,.15267,.054733001,.003865411,4.5390577,1.0710984,.02933852,1.8655679,.15166415,4,2,3,1,1
South Carolina,SC,40,Construction,15,.15785,.034091,.003865411,4.5390577,1.0710984,.032239377,1.0574335,.094465539,4,2,2,1,1
South Carolina,SC,40,"Transport Serv.,",16,.1705,.046037998,.003865411,4.5390577,1.0710984,.034763623,1.3243153,.12757047,4,2,2,1,1
South Carolina,SC,40,Information,17,.14269,.012144,.003865411,4.5390577,1.0710984,.011918599,1.0189117,.033650804,4,2,2,1,1
South Carolina,SC,40,Finance,18,.17603,.020541001,.003865411,4.5390577,1.0710984,.0097977379,2.0965044,.05691874,4,2,3,1,1
South Carolina,SC,40,Real Estate,19,.17103,.0048700999,.003865411,4.5390577,1.0710984,.017246898,.28237543,.013494959,4,2,1,1,1
South Carolina,SC,40,Education,20,.19067,.057968002,.003865411,4.5390577,1.0710984,.035525277,1.6317396,.16062829,4,2,3,1,1
South Carolina,SC,40,Healthcare,21,.17992,.073144995,.003865411,4.5390577,1.0710984,.077494033,.94387901,.20268345,4,2,2,1,1
South Carolina,SC,40,Hospitality,22,.16378,.038199998,.003865411,4.5390577,1.0710984,.026819488,1.4243374,.10585151,4,2,2,1,1
South Carolina,SC,40,"Entert., Prof.",23,.16344,.044810999,.003865411,4.5390577,1.0710984,.085739359,.52264208,.12417047,4,2,2,1,1
South Dakota,SD,41,All industries,0,.19253001,.076259889,.00076259888,-.090047866,.3325814,,,,1,1,6,1,1
South Dakota,SD,41,Non-employment,1,.17457999,,,-.090047866,.3325814,,,,1,1,6,1,1
South Dakota,SD,41,"Food, Bev., Tob.",2,.17947,-.0018234999,.00032496839,-.090047866,.3325814,-.0064767739,.28154448,.0050528692,1,1,1,1,0
South Dakota,SD,41,Textiles,3,.1001,-.00054692,.00032496839,-.090047866,.3325814,-.043283883,.01263565,.0015155005,1,1,1,1,0
South Dakota,SD,41,"Wood, Paper",4,.16328999,-.0021972,.00032496839,-.090047866,.3325814,-.020166513,.1089529,.0060883821,1,1,1,1,0
South Dakota,SD,41,"Petroleum, Coal",5,.088521004,-3.0294000e-06,.00032496839,-.090047866,.3325814,-.0024654288,.0012287517,8.3943860e-06,1,1,1,1,0
South Dakota,SD,41,Chemicals,6,.098151997,-.0011325,.00032496839,-.090047866,.3325814,-.018591736,.060914163,.0031381268,1,1,1,1,0
South Dakota,SD,41,"Plastics, Rubber",7,.15695,-.0028427001,.00032496839,-.090047866,.3325814,-.023946352,.1187112,.0078770453,1,1,1,1,0
South Dakota,SD,41,Nonmetallic,8,.15602,-.0018553,.00032496839,-.090047866,.3325814,-.0084945727,.21841004,.0051409863,1,1,1,1,0
South Dakota,SD,41,Metal,9,.099697001,-.0034040001,.00032496839,-.090047866,.3325814,-.039620578,.085914947,.0094323922,1,1,1,1,0
South Dakota,SD,41,Machinery,10,.086153999,-.016615,.00032496839,-.090047866,.3325814,-.038382474,.43287987,.046039715,1,1,1,1,0
South Dakota,SD,41,"Computer, Elect.",11,.090998001,-.0056040999,.00032496839,-.090047866,.3325814,-.083799809,.066874854,.01552881,1,1,1,1,0
South Dakota,SD,41,Transport Mfg.,12,.17331,-.0010020001,.00032496839,-.090047866,.3325814,-.028143838,.035602823,.002776515,1,1,1,1,0
South Dakota,SD,41,Furniture Mfg.,13,.1568,-.0067367996,.00032496839,-.090047866,.3325814,-.047512107,.14179122,.018667489,1,1,1,1,0
South Dakota,SD,41,Wholesale and Retail,14,.20167001,.015249,.0012002294,-.090047866,.3325814,.02933852,.51976037,.042254701,1,1,2,1,1
South Dakota,SD,41,Construction,15,.20153999,.014413999,.0012002294,-.090047866,.3325814,.032239377,.44709298,.039940931,1,1,1,1,1
South Dakota,SD,41,"Transport Serv.,",16,.23182,.0067824004,.0012002294,-.090047866,.3325814,.034763623,.1951005,.018793909,1,1,1,1,1
South Dakota,SD,41,Information,17,.21511,.0037968999,.0012002294,-.090047866,.3325814,.011918599,.31856933,.010521141,1,1,1,1,1
South Dakota,SD,41,Finance,18,.20751999,.00076776999,.0012002294,-.090047866,.3325814,.0097977379,.078361958,.0021274767,1,1,1,1,1
South Dakota,SD,41,Real Estate,19,.19975001,.00075896998,.0012002294,-.090047866,.3325814,.017246898,.044006173,.0021030919,1,1,1,1,1
South Dakota,SD,41,Education,20,.20738,.010984,.0012002294,-.090047866,.3325814,.035525277,.30918828,.030436464,1,1,1,1,1
South Dakota,SD,41,Healthcare,21,.22154,.031493001,.0012002294,-.090047866,.3325814,.077494033,.4063926,.087266535,1,1,1,1,1
South Dakota,SD,41,Hospitality,22,.19486,.0097709,.0012002294,-.090047866,.3325814,.026819488,.3643209,.027074987,1,1,1,1,1
South Dakota,SD,41,"Entert., Prof.",23,.20297,.026006002,.0012002294,-.090047866,.3325814,.085739359,.30331463,.072062157,1,1,1,1,1
Tennessee,TN,42,All industries,0,.16843,.12650087,.0012650087,2.1198115,2.8208818,,,,3,3,6,1,1
Tennessee,TN,42,Non-employment,1,.16242,,,2.1198115,2.8208818,,,,3,3,6,1,1
Tennessee,TN,42,"Food, Bev., Tob.",2,.16858,-.0061138002,-.0076500624,2.1198115,2.8208818,-.0064767739,.94395763,.016941175,3,3,2,1,0
Tennessee,TN,42,Textiles,3,.12183,-.13710999,-.0076500624,2.1198115,2.8208818,-.043283883,3.1676917,.37992808,3,3,4,1,0
Tennessee,TN,42,"Wood, Paper",4,.14161,-.022652,-.0076500624,2.1198115,2.8208818,-.020166513,1.1232482,.062768079,3,3,2,1,0
Tennessee,TN,42,"Petroleum, Coal",5,.098180003,.0016127001,-.0076500624,2.1198115,2.8208818,-.0024654288,-.65412557,-.0044687479,3,3,1,1,1
Tennessee,TN,42,Chemicals,6,.10707,-.063082002,-.0076500624,2.1198115,2.8208818,-.018591736,3.393013,.17479852,3,3,4,1,0
Tennessee,TN,42,"Plastics, Rubber",7,.099697001,-.071892001,-.0076500624,2.1198115,2.8208818,-.023946352,3.0022111,.19921079,3,3,4,1,0
Tennessee,TN,42,Nonmetallic,8,.14252,-.015945001,-.0076500624,2.1198115,2.8208818,-.0084945727,1.8770809,.044183165,3,3,3,1,0
Tennessee,TN,42,Metal,9,.11201,-.049110003,-.0076500624,2.1198115,2.8208818,-.039620578,1.2395074,.13608249,3,3,2,1,0
Tennessee,TN,42,Machinery,10,.12735,-.087935999,-.0076500624,2.1198115,2.8208818,-.038382474,2.2910457,.24366829,3,3,3,1,0
Tennessee,TN,42,"Computer, Elect.",11,.033824001,-.066001996,-.0076500624,2.1198115,2.8208818,-.083799809,.78761512,.18288976,3,3,2,1,0
Tennessee,TN,42,Transport Mfg.,12,.1367,-.052347001,-.0076500624,2.1198115,2.8208818,-.028143838,1.8599808,.14505212,3,3,3,1,0
Tennessee,TN,42,Furniture Mfg.,13,.15023001,-.32093,-.0076500624,2.1198115,2.8208818,-.047512107,6.7546997,.88928837,3,3,5,1,0
Tennessee,TN,42,Wholesale and Retail,14,.18297,.21768001,.01018008,2.1198115,2.8208818,.02933852,7.4195971,.60318732,3,3,5,1,1
Tennessee,TN,42,Construction,15,.17605001,.11849999,.01018008,2.1198115,2.8208818,.032239377,3.6756291,.32836133,3,3,4,1,1
Tennessee,TN,42,"Transport Serv.,",16,.18313999,.16947,.01018008,2.1198115,2.8208818,.034763623,4.8749232,.46959829,3,3,4,1,1
Tennessee,TN,42,Information,17,.18072,.037873998,.01018008,2.1198115,2.8208818,.011918599,3.1777225,.10494816,3,3,4,1,1
Tennessee,TN,42,Finance,18,.18435,.037441,.01018008,2.1198115,2.8208818,.0097977379,3.8213923,.10374834,3,3,4,1,1
Tennessee,TN,42,Real Estate,19,.20975,.10157,.01018008,2.1198115,2.8208818,.017246898,5.8891749,.28144863,3,3,5,1,1
Tennessee,TN,42,Education,20,.1929,.051222999,.01018008,2.1198115,2.8208818,.035525277,1.4418746,.141938,3,3,2,1,1
Tennessee,TN,42,Healthcare,21,.18911,.10501,.01018008,2.1198115,2.8208818,.077494033,1.355072,.29098079,3,3,2,1,1
Tennessee,TN,42,Hospitality,22,.17982,.042239998,.01018008,2.1198115,2.8208818,.026819488,1.5749741,.11704627,3,3,3,1,1
Tennessee,TN,42,"Entert., Prof.",23,.18069001,.13699999,.01018008,2.1198115,2.8208818,.085739359,1.5978658,.37962452,3,3,3,1,1
Texas,TX,43,All industries,0,.14049999,-3.664418,-.036644179,18.745445,-1.5625652,,,,6,1,6,1,0
Texas,TX,43,Non-employment,1,.13037001,,,18.745445,-1.5625652,,,,6,1,6,1,1
Texas,TX,43,"Food, Bev., Tob.",2,.14059,-.066582002,-.067649327,18.745445,-1.5625652,-.0064767739,10.280119,.18449692,6,1,6,1,0
Texas,TX,43,Textiles,3,.097420998,-.25619,-.067649327,18.745445,-1.5625652,-.043283883,5.9188313,.70989561,6,1,5,1,0
Texas,TX,43,"Wood, Paper",4,.12797999,-.35312,-.067649327,18.745445,-1.5625652,-.020166513,17.510216,.97848594,6,1,6,1,0
Texas,TX,43,"Petroleum, Coal",5,.0047646002,-.24192999,-.067649327,18.745445,-1.5625652,-.0024654288,98.128975,.67038149,6,1,6,1,0
Texas,TX,43,Chemicals,6,.073035002,-.10174,-.067649327,18.745445,-1.5625652,-.018591736,5.4723239,.28191876,6,1,5,1,0
Texas,TX,43,"Plastics, Rubber",7,-.00014159,-.16628,-.067649327,18.745445,-1.5625652,-.023946352,6.9438548,.46075737,6,1,5,0,0
Texas,TX,43,Nonmetallic,8,.10574,-.038372997,-.067649327,18.745445,-1.5625652,-.0084945727,4.5173545,.10633054,6,1,4,1,0
Texas,TX,43,Metal,9,.102,-.32843,-.067649327,18.745445,-1.5625652,-.039620578,8.2893791,.91007066,6,1,5,1,0
Texas,TX,43,Machinery,10,.11924,-.19195999,-.067649327,18.745445,-1.5625652,-.038382474,5.0012407,.53191596,6,1,5,1,0
Texas,TX,43,"Computer, Elect.",11,.076043002,-.63950002,-.067649327,18.745445,-1.5625652,-.083799809,7.6312823,1.7720373,6,1,5,1,0
Texas,TX,43,Transport Mfg.,12,.13180999,-.13282999,-.067649327,18.745445,-1.5625652,-.028143838,4.7196832,.36806834,6,1,4,1,0
Texas,TX,43,Furniture Mfg.,13,.11222,-.58358002,-.067649327,18.745445,-1.5625652,-.047512107,12.282764,1.6170844,6,1,6,1,0
Texas,TX,43,Wholesale and Retail,14,.14408,-.85273004,-.0056390306,18.745445,-1.5625652,.02933852,-29.065203,-2.3628995,6,1,1,1,0
Texas,TX,43,Construction,15,.15157001,.15391,-.0056390306,18.745445,-1.5625652,.032239377,4.7739754,.42648181,6,1,4,1,1
Texas,TX,43,"Transport Serv.,",16,.15029,.098461993,-.0056390306,18.745445,-1.5625652,.034763623,2.8323283,.27283642,6,1,3,1,1
Texas,TX,43,Information,17,.1453,-.015086,-.0056390306,18.745445,-1.5625652,.011918599,-1.2657528,-.041803032,6,1,1,1,0
Texas,TX,43,Finance,18,.15339001,-.10792,-.0056390306,18.745445,-1.5625652,.0097977379,-11.014787,-.29904434,6,1,1,1,0
Texas,TX,43,Real Estate,19,.16178,.19377999,-.0056390306,18.745445,-1.5625652,.017246898,11.235642,.53696084,6,1,6,1,1
